objectid,pghdb_sde_zoning_area,perimeter,zoning,zoning_id,zon_new,shape_leng,correctionlabel,full_zoning_type,legendtype,municode,status,globalid,created_user,created_date,last_edited_user,last_edited_date,shape_area,shape_length
599,94836.18076187,1540.25424702,769,769,P,1540.25424702,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,9ef9fcec-83f3-4e56-9891-c2076f8c20ee,,,,,94836.1807861328,1540.25424701838
600,78614.90607409,1127.43689803,770,770,P,1127.43689803,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,39f0a779-fdf2-4b30-944f-0ab403cca4ad,,,,,78614.9060668945,1127.43689801451
601,72957.32080612,1949.1514236,771,771,H,1949.1514236,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,8590edd5-7301-40ca-89b7-3f4c147ed6ae,,,,,72957.3206176758,1949.15142360558
602,170864.40226755,1842.35598458,772,772,P,1842.35598458,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,58e63649-4cdc-41a6-a4a4-7136fe42bade,,,,,170846.842224121,1842.21253992859
603,1807713.64644216,7534.14848208,773,773,R2-VH,7534.14848208,,TWO-UNIT RESIDENTIAL VERY HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b9ccc164-2c60-4c60-85c8-a469fcb46b13,,,,,1807713.64642334,7534.14848204583
604,113179.46658713,1638.19782073,774,774,NDI,1638.19782073,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,f937a503-8576-4f59-a5a1-e7d701aed545,,,,,113179.466674805,1638.19782070114
605,592696.79374421,3403.14462834,775,775,RP,3403.14462834,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,a848ba5c-1608-4304-a403-e9b04fc94633,,,,,592696.793823242,3403.1446283548
606,593494.46594463,3783.15616492,776,776,RM-M,3783.15616492,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,a44ae1fd-04c9-4b54-9a95-e9d63507387a,,,,,593494.466003418,3783.15616486814
607,250552.08186206,2405.77922727,777,777,R1A-H,2405.77922727,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f0666ace-d819-4793-9a95-a34ffe3978a3,,,,,250552.081604004,2405.77922730868
608,257341.37984335,4278.30119606,778,778,P,4278.30119606,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,faab6dc8-4446-4f2c-a925-aeae4ef05584,,,,,257341.379882813,4278.30119607062
609,42909.32870098,845.32178396,780,780,CP,845.32178396,,COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,f6d650f9-5f29-4cd0-b929-b4911d407247,,,,,42909.3286743164,845.321783959539
610,46958.35117306,1201.5396032,781,781,LNC,1201.5396032,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,42422a08-a4eb-4ca7-a7d3-dfeccae9297f,,,,,46958.3510742188,1201.5396031943
611,6231260.83806077,14674.71946566,782,782,R2-L,14674.7194657,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ed2368c7-14d3-4d5a-b8c0-ba5d7f7eed6b,,,,,6231260.8381958,14674.7194657353
612,5796026.75477691,25412.88578716,784,784,H,25412.8857872,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,818e9cb9-6d6b-4e4d-bb6e-86feab1f4157,,,,,5796026.74804688,25412.8857871488
613,822806.82019226,4450.03258236,786,786,R2-H,3789.16148703,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,5b8f1397-5733-4800-9d79-73771847264b,,,,,822806.820068359,4450.03258231505
614,289233.99774284,3832.01979543,787,787,LNC,3832.01979543,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,fc3aeaa8-1e03-493a-8775-0cc8e807c10f,,,,,289233.997619629,3832.0197954484
615,24391.04098443,697.81375959,788,788,P,697.81375959,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,3e24cd7c-9840-4e77-b6c9-47271e23a443,,,,,24391.041015625,697.813759588518
616,303498.225522,4234.46007636,789,789,LNC,4234.46007636,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,c0a1c3e6-ea72-44ce-a3c5-db3f17ac989e,,,,,303498.225280762,4234.46007638065
617,454139.56223452,3618.26982368,790,790,NDI,3618.26982368,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,ca22e8cd-99c3-44ab-9527-52251fdddf4d,,,,,454139.562255859,3618.26982370355
618,125224.74853113,2007.53920032,791,791,R1A-VH,2007.53920032,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,fcacfc69-83b7-434f-8dcf-57bad37d2d80,,,,,125224.748535156,2007.53920027315
619,1464801.92158891,7089.47230143,793,793,RP,7089.47230143,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,1ab8c9dd-700e-4caa-8589-f7a1cd55f244,,,,,1464801.92175293,7089.47230142031
620,184417.33265801,2220.17746799,794,794,UI,2220.17746799,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,563eba48-a56d-4519-96d2-b204044bd78f,,,,,184417.332580566,2220.17746801416
621,491388.34934174,3926.71442407,818,818,P,3926.71442407,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,dc0e058f-6261-49b6-a808-99825668e91f,,,,,491388.349304199,3926.7144240477
622,65582.16490794,1140.07241013,795,795,RP,1140.07241013,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,1a4dbcdd-961b-4b0e-9eaa-d5ca01820d91,,,,,65582.1649780273,1140.07241014295
623,276815.35429931,3273.89178567,796,796,P,3273.89178567,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,1fbc83a5-f9f8-450a-9bb7-22c0bccf4f2f,,,,,276815.354309082,3273.8917856009
624,738191.93610903,8102.88527435,798,798,R1A-H,1717.99054088,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,0f6b7e57-1f8e-4de4-bce3-564cc1003628,,,,,738191.935913086,8102.88527429152
625,1826657.42861866,10243.91908226,800,800,R2-M,10243.9190823,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ee513239-af89-43b5-bdd3-902ba27f2161,,,,,1826657.4286499,10243.9190822497
626,121713.31873052,1920.52625,802,802,UI,1920.52625,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,0cf9f7e3-df15-40bd-ad57-620f054f0950,,,,,121713.318725586,1920.52625003478
627,147288.35603545,1864.55778855,803,803,UI,1864.55778854,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,41b39df5-f8d1-40da-9873-f6633e2ec174,,,,,147288.356079102,1864.55778855816
628,452595.3273448,3537.86250019,805,805,UI,3537.86250019,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,eb7e1ab9-7dc4-4dc4-a4de-a938611e4da6,,,,,452595.327209473,3537.86250019421
629,300608.96142093,2235.41938407,807,807,NDO,2235.41938407,,NEIGHBORHOOD OFFICE,Neighborhood Office,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.01ND*,Approved,2722fd95-7b5f-464a-8964-a3f73c22c88f,,,,,300608.961425781,2235.41938408442
630,48276.61655287,981.83035444,819,819,LNC,981.83035445,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,c6588f9f-07b3-4f8d-a8b6-b2d60f430239,,,,,48276.6166381836,981.830354462736
631,1044102.14632722,7155.960782,820,820,R1A-VH,7155.960782,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,3d9850ea-5b4e-495a-a4d3-67d29a5a992e,,,,,1044102.14642334,7155.96078205429
632,10185984.6469825,50094.73195058,808,808,P,50094.7319506,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,723d29f7-0443-4d6b-a6d0-237c771d0269,,,,,10184669.6019287,49892.1932078854
633,122158.85077699,1827.03176063,840,840,R1A-VH,1827.03176063,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,019b9bd1-e557-4694-b4a3-6157fc72810c,,,,,122161.561401367,1827.03103968072
634,1046649.13594653,7074.12915029,809,809,R1D-H,7074.12915029,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,4c26ab90-20c4-49d6-a4f5-f97ef5a54a74,,,,,1046649.13592529,7074.12915025347
635,1386763.57063537,8333.89058915,810,810,R1A-H,8333.89058915,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,693ff330-1515-4ca8-8d3a-1e260b25b173,,,,,1383443.77990723,8334.94041654548
636,1502978.8836516,7706.80571599,811,811,R1A-H,7706.80571599,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e732cbfc-c452-4ff1-8e25-74b5b70c3a69,,,,,1502951.85150146,7706.84966268095
637,1556423.06544823,13264.65498965,812,812,LNC,13264.6549896,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,e58d3ce3-0521-4c07-94e6-8f49d7a8058a,,,,,1559742.855896,13265.7048170892
638,131203.98440751,1746.87293379,814,814,R1D-H,1989.76714311,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b8a3362e-6a46-4901-890b-d839a3ca0746,,,,,131203.984436035,1746.8729337937
639,172529.18011445,1896.24236718,815,815,LNC,1896.24236718,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,8ec6b922-c506-4cb1-a942-6847b6568ca6,,,,,172529.179931641,1896.24236718748
640,197637.54214291,2903.33529613,816,816,LNC,2903.33529613,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,41e9470c-b1b3-4ea6-977a-cf6f6ca93229,,,,,197637.542053223,2903.33529614991
641,336710.8560421,2574.10937398,817,817,RM-H,2574.10937398,,MULTI-UNIT RESIDENTIAL HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,05329eb9-8e2e-450d-83cb-f2a1c01abfe5,,,,,336710.856079102,2574.10937397706
642,159535.42167731,2050.24802138,867,867,R1D-L,2050.24802138,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,548398c8-edfe-49dd-bb1c-1bf42a77be0b,,,,,159535.421569824,2050.24802140546
643,728038.80586178,8093.31007,824,824,H,8093.31007,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,a7fa7f05-2e99-4cba-a066-d3f6ff178761,,,,,728038.806152344,8093.31006996359
644,234238.43656823,2684.17320371,825,825,R2-H,1864.34547831,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b1cf0367-34eb-4108-9e06-e2085507eed4,,,,,234238.436462402,2684.17320367132
645,2101113.06129788,19437.40216577,827,827,LNC,19437.4021658,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,21ae84e5-4072-40c6-8ea8-e8925fdfe156,,,,,2101113.06085205,19437.4021657477
646,1249822.0341379,7540.73547191,828,828,R1D-M,7540.73547191,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ff502fc2-d2d4-4c87-b2fd-198ced06c233,,,,,1249822.03442383,7540.73547189151
647,979965.08194097,5876.43677133,833,833,R2-M,5876.43677133,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,203becce-1f53-4b2c-a093-ed8ea7c9891f,,,,,979965.081604004,5876.43677128735
648,101194.61988468,1265.38125372,834,834,UI,1265.38125372,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,b7730bcc-ede0-4099-a699-9c82245ce565,,,,,101194.619873047,1265.38125368837
649,164757.53083115,2073.55351751,836,836,P,2073.55351751,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,58af08a5-0ad5-4f8d-b02c-cffc5616dea7,,,,,164757.530761719,2073.55351751473
650,1483660.10242606,6057.84411556,837,837,R1D-L,6057.84411556,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,1b36c346-badc-4680-ad04-4f985af8eeef,,,,,1483660.10296631,6057.84411556427
651,170287.81479127,3599.37518162,838,838,H,3599.37518162,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,07fc9688-dbc4-4596-b541-077e0199ed5e,,,,,170287.814941406,3599.37518164025
652,355128.18848858,2743.15215799,839,839,R1A-VH,2743.15215799,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,1f2b863b-dd09-4c51-930d-16673576e54c,,,,,355128.188537598,2743.15215799245
653,328726.65413879,3867.76094415,841,841,H,3867.76094415,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,2f2a5393-8c97-48f3-9f8c-738cf7012260,,,,,328726.653930664,3867.76094409942
654,299809.53825137,3771.3662722,842,842,H,3909.55825379,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,3d782567-0b12-4558-a031-f13a8d9f12b1,,,,,299809.538269043,3771.36627219714
655,524175.49385639,3443.75464827,843,843,P,3443.75464827,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,ea062647-a119-4ce2-a079-e00056cf3e63,,,,,524175.493896484,3443.75464829655
656,257459.72181696,2446.26359012,844,844,R1D-H,2446.26359012,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,cc48f089-91eb-4922-afce-8f936a4bc661,,,,,257459.721740723,2446.26359008735
657,405716.56143193,2806.38698292,845,845,R1D-H,2806.38698292,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,001e158d-928d-40e0-822d-a265793237e9,,,,,405716.561523438,2806.38698289084
658,44543.95419497,847.60213318,846,846,H,847.60213318,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,ed7cd7c5-f0b9-400f-b9b5-5a33f4993466,,,,,44543.9542236328,847.602133186763
659,1600408.35020641,12537.44991844,847,847,R1D-H,12537.4499184,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,039a3af0-8cb1-46f0-be94-c4b0311ad1a2,,,,,1600408.34997559,12537.4499183289
660,1226819.35798613,11537.93220623,848,848,LNC,11537.9322062,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,9cba4837-e3df-45a3-ab0d-41072779353b,,,,,1226841.13848877,11537.8759757295
661,187221.64434446,1728.23933218,849,849,H,1728.23933218,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,8159b7d0-3f34-41ee-8872-3b36bdf6a861,,,,,187221.644287109,1728.23933218234
662,430162.53024492,2643.56612384,850,850,P,2643.56612384,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,0fbf4637-e225-423f-99d0-cc6fd721f8ad,,,,,430162.530212402,2643.56612383478
663,314763.08862832,3544.63566968,851,851,R1D-H,3544.63566968,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,a5de6e93-696d-4b1c-b45e-f186ce463315,,,,,314763.088317871,3544.63566971568
664,402036.39430777,3842.34115069,854,854,P,3842.34115069,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,a28f896a-55b0-44c3-a71c-535968a4394f,,,,,402036.39453125,3842.34115069132
665,369573.88776507,3895.33837531,855,855,R3-M,3895.33837531,,THREE-UNIT RESIDENTIAL MODERATE DENSITY,Three-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,90f96735-4cb8-4b0d-96df-047b8e086263,,,,,369573.887878418,3895.33837535975
