objectid,pghdb_sde_zoning_area,perimeter,zoning,zoning_id,zon_new,shape_leng,correctionlabel,full_zoning_type,legendtype,municode,status,globalid,created_user,created_date,last_edited_user,last_edited_date,shape_area,shape_length
531,290459.56735156,3339.84887683,684,684,R2-L,3339.84887683,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,a6f74d7a-67bb-478f-aed3-1f11b6552910,,,,,290459.567382813,3339.84887680505
532,536755.28451391,5007.73176701,686,686,R2-H,5007.73176701,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b204b234-0b38-47cc-99cb-f6f714c48f2a,,,,,536755.284423828,5007.73176699263
533,46846.20822393,1056.91491445,687,687,R1A-M,1056.91491445,,SINGLE-UNIT ATTACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,242d824c-3045-47ae-8485-a5e501994dc1,,,,,46846.2082519531,1056.91491446047
534,2318461.00073029,8162.42519426,688,688,RM-M,8162.42519426,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,ea328b01-26c2-4b82-b13d-22e5e63fef6e,,,,,2226623.43756104,8103.1127206548
535,443117.98891643,3418.35183203,689,689,LNC,3418.35183203,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,04971d00-3c46-41a3-8e7f-f6fa38a7cbca,,,,,443117.988464355,3418.35183205432
536,225639.95774162,2480.63529088,690,690,NDI,2480.63529088,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,dcd64e05-f8f4-4281-bddd-4554c29264a7,,,,,225639.957885742,2480.63529088368
537,12964019.5941733,21319.56856758,691,691,UI,23798.1398938,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,e8f4ca3a-b2e4-48f9-922a-2f02f1d7e016,,,,,12964019.5940857,21319.568567603
538,269415.52107925,2774.6669783,693,693,LNC,2774.6669783,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,55bcf9f3-89b5-4f84-83d9-40d9a26843ab,,,,,269415.520996094,2774.666978288
539,175873.39289447,2911.28166069,694,694,NDO,2911.28166069,,NEIGHBORHOOD OFFICE,Neighborhood Office,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.01ND*,Approved,e872520e-c784-472d-b8c8-3ca139e6170f,,,,,175873.392944336,2911.28166069979
540,273064.30133261,3376.96873098,696,696,LNC,3376.96873098,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,cf99b415-51d7-4e4f-a4a7-a102aee84e60,,,,,273064.301269531,3376.96873096752
541,219689.71180655,2991.17427151,697,697,UI,2991.17427151,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,d4c34e56-4c3a-44f3-80dc-d7ad49984fbb,,,,,219689.711853027,2991.17427149066
542,56749.33033036,1004.85367433,698,698,RM-M,1004.85367433,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,123cbe46-c05a-45ec-b368-65d6e6d2ae5a,,,,,56749.3305664063,1004.85367431761
543,575624.16313006,3370.99057895,699,699,HC,3364.55918517,,HIGHWAY COMMERCIAL,Highway Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.05HC*,Approved,0c375454-c177-4048-909a-3e673e151863,,,,,575624.163146973,3370.9905789423
544,31430.7054671,899.41859628,700,700,P,899.41859628,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,e69db265-3f91-4161-8824-8c7314f77d65,,,,,31430.7052612305,899.41859629977
545,940036.97717899,4273.00732454,701,701,R1A-VH,4273.00732454,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,6de9f272-8d1b-4dd3-8d42-6bc084d0cff5,,,,,940036.977294922,4273.0073245067
546,135766.56539514,2058.40916681,703,703,UNC,2058.40916681,,URBAN NEIGHBORHOOD COMMERCIAL,Urban Neighborhood Commercial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.04UN*,Approved,eface796-49c7-4459-ac2d-5f141f60e6b4,,,,,135766.565307617,2058.40916680648
547,60873.66683557,1089.06280501,705,705,R2-L,1089.06280501,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f6440133-e950-4907-b154-7497949c9d62,,,,,60873.6668701172,1089.06280501019
548,55486.9719053,999.21884498,707,707,LNC,999.21884498,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,cb8d987d-620a-43e6-98d7-39b304eb760a,,,,,55486.9719238281,999.218844986753
549,60675.17968572,1063.0514492,708,708,R2-M,1063.0514492,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,a333b59a-502b-4051-b23d-f486b6ef7b03,,,,,60675.1796264648,1063.05144920164
550,1258344.12012449,6339.4336808,709,709,R1A-VH,6339.4336808,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,1a7a1fcd-8060-43be-9724-013767fb576f,,,,,1252615.18426514,6335.42858377609
551,376839.30645535,2646.27342436,710,710,R1A-H,2646.27342436,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,862f4832-b34d-444f-ad2f-fe5d9ffb89b4,,,,,376839.30657959,2646.27342437337
552,632378.50021989,4138.43256847,711,711,R2-L,4138.43256847,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,3798cad5-b2ab-460b-872e-c39cbda30956,,,,,632378.50012207,4138.43256850409
553,135842.78412563,2254.89136728,713,713,P,2254.89136728,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,48bc0f4e-0951-4404-9c6d-c08ba7167c3d,,,,,135842.784301758,2254.89136726563
554,749730.58933678,5567.94235027,714,714,RP,5567.94235027,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,4cc4f6b8-044a-4075-aa14-cda2fd6c1535,,,,,749730.589477539,5567.9423502584
555,120430.47047422,2104.40993282,758,758,P,2104.40993282,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,0c33e8db-aefc-457a-ae52-b625324031a0,,,,,120430.470458984,2104.40993283247
556,501313.74649545,4562.72295771,715,715,LNC,4562.72295771,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,58902978-df28-484b-ba7a-a63dc5ee83c8,,,,,490695.508666992,4081.41757203193
557,295349.01073268,2985.37975656,716,716,P,2985.37975656,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,abd5bd63-5323-4b1e-8b3c-4bdc4ada281b,,,,,295349.011047363,2985.37975654999
558,6743107.67641443,28756.89600438,717,717,R2-L,28756.8960044,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e53a5d4f-286a-40f8-9a12-b640807e446e,,,,,6743107.67590332,28756.8960042786
559,77447.3417598,1460.53878746,718,718,P,1460.53878746,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,7d8c4a63-0aef-472f-986e-e08c5f82fbfa,,,,,77447.341796875,1460.53878746397
560,262654.14549278,4848.14600474,719,719,P,4848.14600474,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,108367fa-701d-4cf2-a2bc-d38df2de4031,,,,,262654.145507813,4848.14600470686
561,61863.80543836,1163.4461848,721,721,R1A-VH,1163.4461848,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f92cc2e3-a10d-4f9e-8a40-43c247ca3b53,,,,,61863.8053588867,1163.44618479678
562,153290.43038292,3208.75183011,722,722,NDI,3208.75183011,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved,917cb6de-5a53-46ef-af4b-de2cdd9d1a39,,,,,153290.430236816,3208.75183013295
563,1613731.4527743,12951.25927144,724,724,R2-H,12951.2592714,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,8ed5ec46-b9e4-4a31-9398-72e597009bd6,,,,,1613731.45288086,12951.2592715252
564,64101.97624472,1158.00861283,725,725,R1D-VH,1158.00861283,,SINGLE-UNIT DETACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,b8f8eec0-39cc-4e85-aa0d-b27c969d84a7,,,,,64101.9762573242,1158.00861283624
565,5356588.05462742,29867.31337518,726,726,P,29867.3133752,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,334c0451-b7b1-49a3-8d97-b813eccd0b69,,,,,3343324.06555176,17079.4376162242
566,130257.14514735,1786.11677113,727,727,P,1786.11677113,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,a08c296e-a3f0-4355-b9f2-05175bd99dbc,,,,,130257.145141602,1786.11677114284
567,764044.28715732,4370.42750064,728,728,R1A-H,4370.42750064,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f8db94fa-33d1-43a5-9bb8-fdaebe8d4760,,,,,764040.093139648,4370.37378956802
568,450705.39394099,2880.31724132,729,729,R1A-M,2880.31724132,,SINGLE-UNIT ATTACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,4ce7db7c-4e3b-45bd-9ebc-1b9373b507ee,,,,,450705.394104004,2880.3172412915
569,109114.76062752,1450.13399636,730,730,RM-M,1450.13399636,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,7ff10abd-ca10-4467-a8d1-2986062d50e0,,,,,109114.760803223,1450.13399637484
570,2288056.92975667,19575.77667405,731,731,H,19575.776674,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,a14ba620-8f8d-4c67-a940-1cdb181c2927,,,,,2287526.11767578,19572.9881612001
571,257196.92325998,3443.57946515,732,732,LNC,3443.57946515,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,550e4a14-f25f-4048-96e1-c4e5d5b1c186,,,,,257196.923156738,3443.57946517355
572,124674.89710274,2041.14242074,733,733,RM-M,2041.14242074,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,004d644f-2ae3-41df-af90-a2a059ff250d,,,,,124674.897155762,2041.14242077315
573,194670.67137765,1793.19365197,734,734,AP,1793.19365197,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved,a573045b-f106-4a8b-86ec-f0ebad4763aa,,,,,194670.671508789,1793.19365198844
574,11905.71777077,438.05393147,735,735,P,438.05393147,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,20e840d2-cadc-4787-a5cf-8918cf6bde7a,,,,,11905.7177124023,438.053931482566
575,427329.99717184,5650.19544662,736,736,H,5650.19544662,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,6d237ae7-836c-4ebb-a2a4-2d5c39743e96,,,,,427329.997070313,5650.19544660871
576,244862.5913153,3024.44548532,738,738,R1A-H,3024.44548532,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,5b3fa93e-c262-4307-aa14-91b4e0f67da6,,,,,244862.59161377,3024.44548533085
577,24489.62692723,626.24824483,739,739,P,626.24824483,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,867f9d82-ed85-4644-b9d7-213cd60d8a1e,,,,,24489.6268310547,626.248244840367
578,121178.69369094,1584.51849183,741,741,UI,1584.51849183,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,e03007f5-a518-48b3-81f6-4406f131ec01,,,,,121178.693908691,1584.51849181067
579,627127.44686902,4159.64633625,742,742,R1D-M,4159.64633625,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,aa3f6b19-d5a5-4d55-b44f-5157794dc3c2,,,,,583351.696777344,4531.64333411007
580,2478317.31980961,9546.77876311,743,743,R1D-H,9546.77876311,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,33cc01e3-7981-4d25-951b-e3221b18573f,,,,,2478317.32006836,9546.77876314992
581,59919.99584728,1124.82830761,745,745,LNC,1124.82830761,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved,c030947c-e23b-44cf-b250-4fe9085347ed,,,,,59919.9957275391,1124.82830756291
582,158409.84969482,1888.80414501,746,746,RM-M,1888.80414501,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,f2bc7368-70bf-4bee-af21-357284675616,,,,,158409.849853516,1888.80414497999
583,103561.8550748,1673.23198435,747,747,R1A-VH,1673.23198435,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,34302279-844d-4510-b614-55026c819f52,,,,,103561.854980469,1673.23198434857
584,214034.99373186,2348.15277657,748,748,P,2348.15277657,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,5567a1d6-625f-4ec8-8044-2c29b0c95316,,,,,214034.993774414,2348.15277658038
585,90612.62779751,1744.59833978,750,750,H,1744.59833978,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,0dad0de6-afbe-48f4-8982-a7c1241f7afc,,,,,90612.6278076172,1744.59833978533
586,887249.29658619,5197.81890854,751,751,R1D-M,5197.81890854,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,23e124a1-2e30-48f7-9e7c-777541923ac5,,,,,887249.296630859,5197.81890853746
587,3308636.42747953,13752.24008035,752,752,R1A-VH,13752.2400804,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,139d911b-120f-4949-8191-1799b6b6ab66,,,,,3308636.4274292,13752.2400803585
588,83893.25882233,1503.98463235,753,753,R1A-H,1503.98463235,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,fc18c503-5c31-41b7-9d93-e98273a1df7f,,,,,83893.2588500977,1503.98463235642
589,3853607.65716961,11449.48781963,754,754,R1D-H,11449.4878196,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,9d73b36b-dae6-43a2-b6f5-77cf73d8f5e6,,,,,3853607.6574707,11449.4878195923
590,108530.49375637,1378.27754199,756,756,RM-M,1378.27754199,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,49a66753-a360-4f68-82fa-9137552c0eae,,,,,108530.493774414,1378.27754200236
591,275701.12540984,2303.25326094,757,757,UI,2303.25326094,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved,f264dc88-6558-4360-b456-5b5a2c09ed89,,,,,275701.125305176,2303.2532608937
592,647781.69926932,3998.47737489,760,760,RM-H,3998.47737489,,MULTI-UNIT RESIDENTIAL HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,3925c80e-c6b5-43c7-80ca-3c85e5a00c6a,,,,,647781.69921875,3998.4773749321
593,689376.80517002,7289.42677086,761,761,H,7289.42252505,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved,d554365b-e219-48a2-920d-bdaa180b00f0,,,,,689376.804992676,7289.42677084869
594,51932.43999465,1364.36240565,762,762,R1D-H,1364.36240565,,SINGLE-UNIT DETACHED RESIDENTIAL HIGH DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,651d36a7-f81e-4079-a943-22a5d3b66372,,,,,51932.4399414063,1364.36240572629
595,101302.98313826,1480.7113033,763,763,P,1480.7113033,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved,faa380b2-e2a7-4486-bcc3-1c8f61aa2be4,,,,,101302.983154297,1480.71130327499
596,692574.29641252,7177.31798333,765,765,R1A-M,6956.13883507,,SINGLE-UNIT ATTACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,56334bab-9a8b-4fb1-a139-d6f27d778ebe,,,,,692574.296020508,7177.31798338123
597,625462.0501028,5042.80448443,767,767,R1D-M,5042.80448443,,SINGLE-UNIT DETACHED RESIDENTIAL MODERATE DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,e9288827-65bb-4c0f-b7f4-fd1760f8266b,,,,,625462.050109863,5042.80448443466
598,545611.61272786,5058.15352336,768,768,RM-M,5058.15352336,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved,3d3313d0-2c01-4795-b53c-226ce4938456,,,,,545611.612487793,5058.15352339947
